Id Producción,Fecha producción,Unidades,Beneficio total,Referencia pieza,Nombre pieza,Categoría pieza,Beneficio por pieza,Tiempo fabricación (segs),Id Fábrica,Nombre fábrica,País fábrica
14213,19/05/22,392,"1360,24",L64283,Racor de reducción,Letreros,"3,47",1722,4,Desértica,Mongolia
14214,11/03/18,557,"2417,38",L94253,rosca BSP macho,Letreros,"4,34",2173,2,Nublada,Inglaterra
14215,12/12/19,9,"139,05",BA1825,"Extractores de Baño Extraplanos, para Muro y Techo",Baño,"15,45",3379,4,Desértica,Mongolia
14216,05/09/20,925,"4319,75",BA1425,"Ganchos Acero, Soporte de Pared para Toallas de Baño",Baño,"4,67",2613,2,Nublada,Inglaterra
14217,20/12/18,659,"5054,53",L94783,rosca BSP hembra,Letreros,"7,67",161,3,Fría,Canadá
14218,31/08/19,977,"2501,12",L94283,Cartel adhesivo de aluminio con aspecto moderno de acero inoxidable,Letreros,"2,56",2245,3,Fría,Canadá
14219,23/06/18,65,"368,55",V34298,Amig - Recogedor para Persianas Compacto de Empotrar o Encastrado Metálico con Frente de Plástico Blanco,Ventanas,"5,67",3480,3,Fría,Canadá
14220,17/02/22,675,"4576,5",T84784,"Kit Duopower Tacos pared con tornillo, Tacos pladur y hormigón",Tornillos,"6,78",3275,3,Fría,Canadá
14221,20/09/21,44,"483,12",B35478,Tiras Adhesivas para Colgar Cuadros,Bricolaje,"10,98",2034,4,Desértica,Mongolia
14222,25/02/21,50,549,B35478,Tiras Adhesivas para Colgar Cuadros,Bricolaje,"10,98",3069,4,Desértica,Mongolia
14223,19/01/20,297,"2277,99",L94783,rosca BSP hembra,Letreros,"7,67",2278,2,Nublada,Inglaterra
14224,18/04/21,81,"261,63",V98567,Schellenberg 10220 enrollador de integrado para correas de algodón,Ventanas,"3,23",305,4,Desértica,Mongolia
14225,26/09/18,7950,17013,B35476,Mosquetones de Aluminio Resistente con Cierre de Mosquetón,Bricolaje,"2,14",2076,2,Nublada,Inglaterra
14226,19/05/18,4,"61,8",BA1825,"Extractores de Baño Extraplanos, para Muro y Techo",Baño,"15,45",42,4,Desértica,Mongolia
14227,19/09/22,5,"77,25",BA1825,"Extractores de Baño Extraplanos, para Muro y Techo",Baño,"15,45",3516,4,Desértica,Mongolia
14228,05/05/19,545,"8420,25",BA1825,"Extractores de Baño Extraplanos, para Muro y Techo",Baño,"15,45",810,1,Soleada,España
14229,11/07/21,31500,67410,B35476,Mosquetones de Aluminio Resistente con Cierre de Mosquetón,Bricolaje,"2,14",3161,2,Nublada,Inglaterra
14230,30/10/22,6510,"22589,7",L64283,Racor de reducción,Letreros,"3,47",144,3,Fría,Canadá
14231,24/03/22,148,"839,16",V34298,Amig - Recogedor para Persianas Compacto de Empotrar o Encastrado Metálico con Frente de Plástico Blanco,Ventanas,"5,67",2136,3,Fría,Canadá
14232,26/03/19,590,"1640,2",B35473,Tacos pared 6x30 DuoPower para hormigón,Bricolaje,"2,78",1543,4,Desértica,Mongolia
14233,01/04/18,789,"12190,05",BA1825,"Extractores de Baño Extraplanos, para Muro y Techo",Baño,"15,45",2768,1,Soleada,España
14234,27/01/20,99,"671,22",T84788,Juego de 780 tornillos avellanados en estuche,Tornillos,"6,78",832,1,Soleada,España
14235,01/05/22,795,"3712,65",BA1425,"Ganchos Acero, Soporte de Pared para Toallas de Baño",Baño,"4,67",351,1,Soleada,España
14236,05/06/19,2,"4,68",T84781,Tornillos 4 x 50 mm,Tornillos,"2,34",2617,3,Fría,Canadá
14237,10/06/18,628,"1607,68",L94283,Cartel adhesivo de aluminio con aspecto moderno de acero inoxidable,Letreros,"2,56",1060,3,Fría,Canadá
14238,14/11/18,365,"6559,05",V12378,"Cambesa 41402 Torno exterior 50k, blanco",Ventanas,"17,97",2789,2,Nublada,Inglaterra
14239,28/10/19,714,"4840,92",T84784,"Kit Duopower Tacos pared con tornillo, Tacos pladur y hormigón",Tornillos,"6,78",3006,1,Soleada,España
14240,19/10/18,1,"3,23",V98567,Schellenberg 10220 enrollador de integrado para correas de algodón,Ventanas,"3,23",1060,4,Desértica,Mongolia
14241,01/10/22,8,"37,36",BA1425,"Ganchos Acero, Soporte de Pared para Toallas de Baño",Baño,"4,67",1229,4,Desértica,Mongolia
14242,30/01/22,834,"6396,78",L94783,rosca BSP hembra,Letreros,"7,67",2332,1,Soleada,España
14243,09/11/22,314,"1466,38",BA1425,"Ganchos Acero, Soporte de Pared para Toallas de Baño",Baño,"4,67",2711,1,Soleada,España
14244,05/11/22,7,"32,69",BA1425,"Ganchos Acero, Soporte de Pared para Toallas de Baño",Baño,"4,67",1156,3,Fría,Canadá
14245,03/10/20,241,"4330,77",V12378,"Cambesa 41402 Torno exterior 50k, blanco",Ventanas,"17,97",1666,3,Fría,Canadá
14246,25/05/18,79,"535,62",T84784,"Kit Duopower Tacos pared con tornillo, Tacos pladur y hormigón",Tornillos,"6,78",341,4,Desértica,Mongolia
14247,14/01/21,99,"1087,02",B35478,Tiras Adhesivas para Colgar Cuadros,Bricolaje,"10,98",3214,1,Soleada,España
14248,16/12/22,6,"92,7",BA1825,"Extractores de Baño Extraplanos, para Muro y Techo",Baño,"15,45",3342,4,Desértica,Mongolia
14249,11/05/19,52800,112992,B35476,Mosquetones de Aluminio Resistente con Cierre de Mosquetón,Bricolaje,"2,14",3213,1,Soleada,España
14250,28/01/18,139,"1526,22",B35478,Tiras Adhesivas para Colgar Cuadros,Bricolaje,"10,98",56,1,Soleada,España
14251,05/07/22,136,"439,28",V98567,Schellenberg 10220 enrollador de integrado para correas de algodón,Ventanas,"3,23",2460,1,Soleada,España
14252,07/04/21,475,"8535,75",V12378,"Cambesa 41402 Torno exterior 50k, blanco",Ventanas,"17,97",375,2,Nublada,Inglaterra
14253,24/04/20,113,"766,14",T84784,"Kit Duopower Tacos pared con tornillo, Tacos pladur y hormigón",Tornillos,"6,78",1002,2,Nublada,Inglaterra
14254,22/07/19,58,"1042,26",V12378,"Cambesa 41402 Torno exterior 50k, blanco",Ventanas,"17,97",2587,4,Desértica,Mongolia
14255,26/04/22,7,"150,15",BA1435,Toallero de pie con 3 brazos móviles,Baño,"21,45",2046,2,Nublada,Inglaterra
14256,04/10/18,545,"2545,15",BA1425,"Ganchos Acero, Soporte de Pared para Toallas de Baño",Baño,"4,67",351,2,Nublada,Inglaterra
14257,13/01/20,20,"135,6",T84784,"Kit Duopower Tacos pared con tornillo, Tacos pladur y hormigón",Tornillos,"6,78",1757,4,Desértica,Mongolia
14258,11/10/18,4,"85,8",BA1435,Toallero de pie con 3 brazos móviles,Baño,"21,45",1895,4,Desértica,Mongolia
14259,16/01/21,1040,"2891,2",B35473,Tacos pared 6x30 DuoPower para hormigón,Bricolaje,"2,78",1176,4,Desértica,Mongolia
14260,07/07/22,3,"20,34",T84784,"Kit Duopower Tacos pared con tornillo, Tacos pladur y hormigón",Tornillos,"6,78",1494,4,Desértica,Mongolia
14261,05/11/18,948,"10409,04",B35478,Tiras Adhesivas para Colgar Cuadros,Bricolaje,"10,98",3243,1,Soleada,España
14262,20/01/21,21100,58658,B35473,Tacos pared 6x30 DuoPower para hormigón,Bricolaje,"2,78",2722,1,Soleada,España
14263,23/10/19,75,"325,5",L94253,rosca BSP macho,Letreros,"4,34",2673,4,Desértica,Mongolia
14264,28/12/21,5,"107,25",BA1435,Toallero de pie con 3 brazos móviles,Baño,"21,45",698,1,Soleada,España
14265,19/12/21,740,"8125,2",B35478,Tiras Adhesivas para Colgar Cuadros,Bricolaje,"10,98",1746,2,Nublada,Inglaterra
14266,30/03/22,393,"1269,39",V98567,Schellenberg 10220 enrollador de integrado para correas de algodón,Ventanas,"3,23",2899,1,Soleada,España
14267,23/08/20,6,"107,82",V12378,"Cambesa 41402 Torno exterior 50k, blanco",Ventanas,"17,97",1197,1,Soleada,España
14268,30/11/22,1,"2,56",L94283,Cartel adhesivo de aluminio con aspecto moderno de acero inoxidable,Letreros,"2,56",2994,4,Desértica,Mongolia
14269,01/05/20,59,"647,82",B35478,Tiras Adhesivas para Colgar Cuadros,Bricolaje,"10,98",899,1,Soleada,España
14270,01/01/19,570,"1841,1",V98567,Schellenberg 10220 enrollador de integrado para correas de algodón,Ventanas,"3,23",1468,3,Fría,Canadá
14271,31/03/18,593,"4020,54",T84784,"Kit Duopower Tacos pared con tornillo, Tacos pladur y hormigón",Tornillos,"6,78",923,2,Nublada,Inglaterra
14272,24/02/22,18,"78,12",L94253,rosca BSP macho,Letreros,"4,34",3569,4,Desértica,Mongolia
14273,21/04/19,626,"2923,42",BA1425,"Ganchos Acero, Soporte de Pared para Toallas de Baño",Baño,"4,67",1550,2,Nublada,Inglaterra
14274,28/07/21,640,"11500,8",V12378,"Cambesa 41402 Torno exterior 50k, blanco",Ventanas,"17,97",2983,2,Nublada,Inglaterra
14275,06/09/21,29,"125,86",L94253,rosca BSP macho,Letreros,"4,34",967,4,Desértica,Mongolia
14276,16/07/20,728,"4127,76",V34298,Amig - Recogedor para Persianas Compacto de Empotrar o Encastrado Metálico con Frente de Plástico Blanco,Ventanas,"5,67",1104,2,Nublada,Inglaterra
14277,15/03/22,131,"1438,38",B35478,Tiras Adhesivas para Colgar Cuadros,Bricolaje,"10,98",2336,3,Fría,Canadá
14278,01/11/18,656,"1535,04",T84781,Tornillos 4 x 50 mm,Tornillos,"2,34",2418,3,Fría,Canadá
14279,19/08/20,68250,146055,B35476,Mosquetones de Aluminio Resistente con Cierre de Mosquetón,Bricolaje,"2,14",520,3,Fría,Canadá
14280,27/12/20,1,"21,45",BA1435,Toallero de pie con 3 brazos móviles,Baño,"21,45",2620,3,Fría,Canadá
14281,26/09/19,112050,239787,B35476,Mosquetones de Aluminio Resistente con Cierre de Mosquetón,Bricolaje,"2,14",189,1,Soleada,España
14282,11/03/19,434,"2942,52",T84788,Juego de 780 tornillos avellanados en estuche,Tornillos,"6,78",3110,2,Nublada,Inglaterra
14283,27/11/19,36,"395,28",B35478,Tiras Adhesivas para Colgar Cuadros,Bricolaje,"10,98",1003,4,Desértica,Mongolia
14284,10/10/22,46,"214,82",BA1425,"Ganchos Acero, Soporte de Pared para Toallas de Baño",Baño,"4,67",3169,2,Nublada,Inglaterra
14285,01/10/19,306,"988,38",V98567,Schellenberg 10220 enrollador de integrado para correas de algodón,Ventanas,"3,23",135,3,Fría,Canadá
14286,22/11/21,51,"238,17",BA1425,"Ganchos Acero, Soporte de Pared para Toallas de Baño",Baño,"4,67",3175,1,Soleada,España
14287,08/07/21,2,"9,34",BA1425,"Ganchos Acero, Soporte de Pared para Toallas de Baño",Baño,"4,67",2135,2,Nublada,Inglaterra
14288,29/10/22,855,"13209,75",BA1825,"Extractores de Baño Extraplanos, para Muro y Techo",Baño,"15,45",641,2,Nublada,Inglaterra
14289,27/09/19,14210,"49308,7",L64283,Racor de reducción,Letreros,"3,47",712,3,Fría,Canadá
14290,22/02/18,541,"3667,98",T84784,"Kit Duopower Tacos pared con tornillo, Tacos pladur y hormigón",Tornillos,"6,78",2747,1,Soleada,España
14291,01/10/21,92800,257984,B35473,Tacos pared 6x30 DuoPower para hormigón,Bricolaje,"2,78",3081,1,Soleada,España
14292,28/03/20,9,"61,02",T84784,"Kit Duopower Tacos pared con tornillo, Tacos pladur y hormigón",Tornillos,"6,78",2780,4,Desértica,Mongolia
14293,11/10/18,367,"1185,41",V98567,Schellenberg 10220 enrollador de integrado para correas de algodón,Ventanas,"3,23",2545,3,Fría,Canadá
14294,18/12/21,94,"1032,12",B35478,Tiras Adhesivas para Colgar Cuadros,Bricolaje,"10,98",3116,4,Desértica,Mongolia
14295,02/03/20,432,"4743,36",B35478,Tiras Adhesivas para Colgar Cuadros,Bricolaje,"10,98",1985,1,Soleada,España
14296,07/12/19,224,"524,16",T84781,Tornillos 4 x 50 mm,Tornillos,"2,34",3488,1,Soleada,España
14297,31/07/21,150,321,B35476,Mosquetones de Aluminio Resistente con Cierre de Mosquetón,Bricolaje,"2,14",1409,1,Soleada,España
14298,29/11/19,869,"5891,82",T84784,"Kit Duopower Tacos pared con tornillo, Tacos pladur y hormigón",Tornillos,"6,78",1232,1,Soleada,España
14299,07/12/18,709,"12740,73",V12378,"Cambesa 41402 Torno exterior 50k, blanco",Ventanas,"17,97",2551,3,Fría,Canadá
14300,20/10/20,123,"1900,35",BA1825,"Extractores de Baño Extraplanos, para Muro y Techo",Baño,"15,45",1154,3,Fría,Canadá
14301,16/05/19,600,9270,BA1825,"Extractores de Baño Extraplanos, para Muro y Techo",Baño,"15,45",1809,1,Soleada,España
14302,18/11/20,458,"1479,34",V98567,Schellenberg 10220 enrollador de integrado para correas de algodón,Ventanas,"3,23",2725,3,Fría,Canadá
14303,04/10/19,4,"85,8",BA1435,Toallero de pie con 3 brazos móviles,Baño,"21,45",197,2,Nublada,Inglaterra
14304,02/06/19,481,"3261,18",T84784,"Kit Duopower Tacos pared con tornillo, Tacos pladur y hormigón",Tornillos,"6,78",3186,1,Soleada,España
14305,27/07/20,50,339,T84784,"Kit Duopower Tacos pared con tornillo, Tacos pladur y hormigón",Tornillos,"6,78",1918,3,Fría,Canadá
14306,18/10/19,111,"284,16",L94283,Cartel adhesivo de aluminio con aspecto moderno de acero inoxidable,Letreros,"2,56",1764,2,Nublada,Inglaterra
14307,04/05/22,46300,128714,B35473,Tacos pared 6x30 DuoPower para hormigón,Bricolaje,"2,78",2045,2,Nublada,Inglaterra
14308,17/02/19,671,"1570,14",T84781,Tornillos 4 x 50 mm,Tornillos,"2,34",816,3,Fría,Canadá
14309,22/07/19,766,"5875,22",L94783,rosca BSP hembra,Letreros,"7,67",2746,2,Nublada,Inglaterra
14310,13/07/19,9,"193,05",BA1435,Toallero de pie con 3 brazos móviles,Baño,"21,45",2517,1,Soleada,España
14311,26/03/22,365,"4007,7",B35478,Tiras Adhesivas para Colgar Cuadros,Bricolaje,"10,98",2567,1,Soleada,España
14312,26/04/18,600,1284,B35476,Mosquetones de Aluminio Resistente con Cierre de Mosquetón,Bricolaje,"2,14",1435,2,Nublada,Inglaterra
14313,19/11/18,53690,"186304,3",L64283,Racor de reducción,Letreros,"3,47",2496,1,Soleada,España
14314,15/03/22,14325,"30655,5",B35476,Mosquetones de Aluminio Resistente con Cierre de Mosquetón,Bricolaje,"2,14",2571,4,Desértica,Mongolia
14315,20/06/21,27,"69,12",L94283,Cartel adhesivo de aluminio con aspecto moderno de acero inoxidable,Letreros,"2,56",3091,2,Nublada,Inglaterra
14316,08/06/19,11,"47,74",L94253,rosca BSP macho,Letreros,"4,34",2853,3,Fría,Canadá
14317,06/11/18,863,"15508,11",V12378,"Cambesa 41402 Torno exterior 50k, blanco",Ventanas,"17,97",812,3,Fría,Canadá
14318,01/10/18,325,"3568,5",B35478,Tiras Adhesivas para Colgar Cuadros,Bricolaje,"10,98",3177,3,Fría,Canadá
14319,22/09/18,1,"2,56",L94283,Cartel adhesivo de aluminio con aspecto moderno de acero inoxidable,Letreros,"2,56",1947,1,Soleada,España
14320,01/03/18,427,"6597,15",BA1825,"Extractores de Baño Extraplanos, para Muro y Techo",Baño,"15,45",651,1,Soleada,España
14321,28/07/20,9,"51,03",V34298,Amig - Recogedor para Persianas Compacto de Empotrar o Encastrado Metálico con Frente de Plástico Blanco,Ventanas,"5,67",3233,2,Nublada,Inglaterra
14322,23/01/22,640,9888,BA1825,"Extractores de Baño Extraplanos, para Muro y Techo",Baño,"15,45",2846,2,Nublada,Inglaterra
14323,10/12/20,9600,20544,B35476,Mosquetones de Aluminio Resistente con Cierre de Mosquetón,Bricolaje,"2,14",3409,2,Nublada,Inglaterra
14324,30/08/22,84,"271,32",V98567,Schellenberg 10220 enrollador de integrado para correas de algodón,Ventanas,"3,23",1215,4,Desértica,Mongolia
14325,05/06/18,174,"3126,78",V12378,"Cambesa 41402 Torno exterior 50k, blanco",Ventanas,"17,97",2476,2,Nublada,Inglaterra
14326,02/01/22,601,"1941,23",V98567,Schellenberg 10220 enrollador de integrado para correas de algodón,Ventanas,"3,23",377,1,Soleada,España
14327,09/04/18,592,"2569,28",L94253,rosca BSP macho,Letreros,"4,34",1072,1,Soleada,España
14328,17/10/21,3,"64,35",BA1435,Toallero de pie con 3 brazos móviles,Baño,"21,45",322,2,Nublada,Inglaterra
14329,09/04/18,2520,"8744,4",L64283,Racor de reducción,Letreros,"3,47",906,2,Nublada,Inglaterra
14330,28/01/18,52,"133,12",L94283,Cartel adhesivo de aluminio con aspecto moderno de acero inoxidable,Letreros,"2,56",1494,4,Desértica,Mongolia
14331,27/05/19,6,"26,04",L94253,rosca BSP macho,Letreros,"4,34",2297,4,Desértica,Mongolia
14332,06/01/20,47100,100794,B35476,Mosquetones de Aluminio Resistente con Cierre de Mosquetón,Bricolaje,"2,14",3362,2,Nublada,Inglaterra
14333,08/02/20,57,"386,46",T84784,"Kit Duopower Tacos pared con tornillo, Tacos pladur y hormigón",Tornillos,"6,78",2211,4,Desértica,Mongolia
14334,28/12/22,889,"6027,42",T84784,"Kit Duopower Tacos pared con tornillo, Tacos pladur y hormigón",Tornillos,"6,78",3201,3,Fría,Canadá
14335,18/11/18,28,"90,44",V98567,Schellenberg 10220 enrollador de integrado para correas de algodón,Ventanas,"3,23",2247,4,Desértica,Mongolia
14336,08/10/20,54750,117165,B35476,Mosquetones de Aluminio Resistente con Cierre de Mosquetón,Bricolaje,"2,14",150,3,Fría,Canadá
14337,20/06/19,7280,"25261,6",L64283,Racor de reducción,Letreros,"3,47",2067,2,Nublada,Inglaterra
14338,16/06/19,136950,293073,B35476,Mosquetones de Aluminio Resistente con Cierre de Mosquetón,Bricolaje,"2,14",1262,3,Fría,Canadá
14339,09/01/18,569,"1331,46",T84781,Tornillos 4 x 50 mm,Tornillos,"2,34",3527,2,Nublada,Inglaterra
14340,30/08/22,46,"311,88",T84784,"Kit Duopower Tacos pared con tornillo, Tacos pladur y hormigón",Tornillos,"6,78",64,4,Desértica,Mongolia
14341,30/09/20,28,"97,16",L64283,Racor de reducción,Letreros,"3,47",873,4,Desértica,Mongolia
14342,08/11/18,48,"368,16",L94783,rosca BSP hembra,Letreros,"7,67",3298,4,Desértica,Mongolia
14343,18/11/20,3540,"9841,2",B35473,Tacos pared 6x30 DuoPower para hormigón,Bricolaje,"2,78",2992,4,Desértica,Mongolia
14344,08/11/19,101550,217317,B35476,Mosquetones de Aluminio Resistente con Cierre de Mosquetón,Bricolaje,"2,14",1818,3,Fría,Canadá
14345,26/03/18,63,"357,21",V34298,Amig - Recogedor para Persianas Compacto de Empotrar o Encastrado Metálico con Frente de Plástico Blanco,Ventanas,"5,67",3231,2,Nublada,Inglaterra
14346,30/12/22,988,"2529,28",L94283,Cartel adhesivo de aluminio con aspecto moderno de acero inoxidable,Letreros,"2,56",1058,3,Fría,Canadá
14347,16/09/19,153,"1037,34",T84784,"Kit Duopower Tacos pared con tornillo, Tacos pladur y hormigón",Tornillos,"6,78",2794,2,Nublada,Inglaterra
14348,25/04/21,2380,"6616,4",B35473,Tacos pared 6x30 DuoPower para hormigón,Bricolaje,"2,78",1777,4,Desértica,Mongolia
14349,07/11/22,4,"18,68",BA1425,"Ganchos Acero, Soporte de Pared para Toallas de Baño",Baño,"4,67",2199,4,Desértica,Mongolia
14350,04/05/21,5,"54,9",B35478,Tiras Adhesivas para Colgar Cuadros,Bricolaje,"10,98",1212,3,Fría,Canadá
14351,09/02/18,962,"14862,9",BA1825,"Extractores de Baño Extraplanos, para Muro y Techo",Baño,"15,45",3347,2,Nublada,Inglaterra
14352,26/10/19,297,"1288,98",L94253,rosca BSP macho,Letreros,"4,34",2427,1,Soleada,España
14353,04/11/19,10,"109,8",B35478,Tiras Adhesivas para Colgar Cuadros,Bricolaje,"10,98",3272,4,Desértica,Mongolia
14354,17/10/19,402,"3083,34",L94783,rosca BSP hembra,Letreros,"7,67",3434,2,Nublada,Inglaterra
14355,04/03/22,53340,"185089,8",L64283,Racor de reducción,Letreros,"3,47",1528,2,Nublada,Inglaterra
14356,01/06/18,841,"9234,18",B35478,Tiras Adhesivas para Colgar Cuadros,Bricolaje,"10,98",3145,1,Soleada,España
14357,08/01/21,759,"2451,57",V98567,Schellenberg 10220 enrollador de integrado para correas de algodón,Ventanas,"3,23",2368,3,Fría,Canadá
14358,04/01/19,480,"1334,4",B35473,Tacos pared 6x30 DuoPower para hormigón,Bricolaje,"2,78",177,4,Desértica,Mongolia
14359,05/04/21,3,"7,02",T84781,Tornillos 4 x 50 mm,Tornillos,"2,34",2375,3,Fría,Canadá
14360,12/08/19,85,"396,95",BA1425,"Ganchos Acero, Soporte de Pared para Toallas de Baño",Baño,"4,67",3332,4,Desértica,Mongolia
14361,20/09/20,147,"2641,59",V12378,"Cambesa 41402 Torno exterior 50k, blanco",Ventanas,"17,97",1915,3,Fría,Canadá
14362,19/04/19,240,"561,6",T84781,Tornillos 4 x 50 mm,Tornillos,"2,34",870,2,Nublada,Inglaterra
14363,29/04/20,2,"13,56",T84788,Juego de 780 tornillos avellanados en estuche,Tornillos,"6,78",2146,1,Soleada,España
14364,09/05/19,256,"4600,32",V12378,"Cambesa 41402 Torno exterior 50k, blanco",Ventanas,"17,97",2394,2,Nublada,Inglaterra
14365,01/06/18,9945,"21282,3",B35476,Mosquetones de Aluminio Resistente con Cierre de Mosquetón,Bricolaje,"2,14",3016,4,Desértica,Mongolia
14366,01/03/19,232,"1779,44",L94783,rosca BSP hembra,Letreros,"7,67",2792,1,Soleada,España
14367,05/09/22,16500,45870,B35473,Tacos pared 6x30 DuoPower para hormigón,Bricolaje,"2,78",3591,3,Fría,Canadá
14368,26/02/22,781,"1827,54",T84781,Tornillos 4 x 50 mm,Tornillos,"2,34",3458,1,Soleada,España
14369,10/01/20,90,"988,2",B35478,Tiras Adhesivas para Colgar Cuadros,Bricolaje,"10,98",2664,4,Desértica,Mongolia
14370,09/12/18,312,"1007,76",V98567,Schellenberg 10220 enrollador de integrado para correas de algodón,Ventanas,"3,23",1396,3,Fría,Canadá
14371,08/02/21,9,"51,03",V34298,Amig - Recogedor para Persianas Compacto de Empotrar o Encastrado Metálico con Frente de Plástico Blanco,Ventanas,"5,67",1819,4,Desértica,Mongolia
14372,09/06/19,431,"2443,77",V34298,Amig - Recogedor para Persianas Compacto de Empotrar o Encastrado Metálico con Frente de Plástico Blanco,Ventanas,"5,67",3243,1,Soleada,España
14373,01/08/20,56560,"196263,2",L64283,Racor de reducción,Letreros,"3,47",1811,3,Fría,Canadá
14374,01/04/20,403,"1882,01",BA1425,"Ganchos Acero, Soporte de Pared para Toallas de Baño",Baño,"4,67",3170,1,Soleada,España
14375,19/01/20,269,"2953,62",B35478,Tiras Adhesivas para Colgar Cuadros,Bricolaje,"10,98",2610,1,Soleada,España
14376,01/09/22,887,"6013,86",T84784,"Kit Duopower Tacos pared con tornillo, Tacos pladur y hormigón",Tornillos,"6,78",1624,1,Soleada,España
14377,06/11/20,614,"2664,76",L94253,rosca BSP macho,Letreros,"4,34",1944,2,Nublada,Inglaterra
14378,05/05/18,4,"85,8",BA1435,Toallero de pie con 3 brazos móviles,Baño,"21,45",854,4,Desértica,Mongolia
14379,16/01/20,1100,3058,B35473,Tacos pared 6x30 DuoPower para hormigón,Bricolaje,"2,78",1285,4,Desértica,Mongolia
14380,27/08/21,102,"476,34",BA1425,"Ganchos Acero, Soporte de Pared para Toallas de Baño",Baño,"4,67",2009,1,Soleada,España
14381,13/08/20,52,"242,84",BA1425,"Ganchos Acero, Soporte de Pared para Toallas de Baño",Baño,"4,67",2668,4,Desértica,Mongolia
14382,11/03/21,969,"2267,46",T84781,Tornillos 4 x 50 mm,Tornillos,"2,34",1279,1,Soleada,España
14383,16/04/22,656,"2118,88",V98567,Schellenberg 10220 enrollador de integrado para correas de algodón,Ventanas,"3,23",2673,1,Soleada,España
14384,16/02/18,42,"322,14",L94783,rosca BSP hembra,Letreros,"7,67",3047,3,Fría,Canadá
14385,15/07/22,4430,"12315,4",B35473,Tacos pared 6x30 DuoPower para hormigón,Bricolaje,"2,78",1927,4,Desértica,Mongolia
14386,04/08/20,4130,"14331,1",L64283,Racor de reducción,Letreros,"3,47",307,3,Fría,Canadá
14387,02/03/21,6,"28,02",BA1425,"Ganchos Acero, Soporte de Pared para Toallas de Baño",Baño,"4,67",2616,4,Desértica,Mongolia
14388,19/05/20,91,"1635,27",V12378,"Cambesa 41402 Torno exterior 50k, blanco",Ventanas,"17,97",1961,1,Soleada,España
14389,25/11/19,521,"2433,07",BA1425,"Ganchos Acero, Soporte de Pared para Toallas de Baño",Baño,"4,67",999,3,Fría,Canadá
14390,13/07/22,55720,"193348,4",L64283,Racor de reducción,Letreros,"3,47",1771,1,Soleada,España
14391,18/07/18,2478,"8598,66",L64283,Racor de reducción,Letreros,"3,47",1698,4,Desértica,Mongolia
14392,20/09/18,9660,"33520,2",L64283,Racor de reducción,Letreros,"3,47",3030,1,Soleada,España
14393,12/08/20,317,"1797,39",V34298,Amig - Recogedor para Persianas Compacto de Empotrar o Encastrado Metálico con Frente de Plástico Blanco,Ventanas,"5,67",3399,2,Nublada,Inglaterra
14394,16/04/18,32,"216,96",T84784,"Kit Duopower Tacos pared con tornillo, Tacos pladur y hormigón",Tornillos,"6,78",2017,4,Desértica,Mongolia
14395,04/06/19,2,"6,46",V98567,Schellenberg 10220 enrollador de integrado para correas de algodón,Ventanas,"3,23",658,4,Desértica,Mongolia
14396,26/05/19,199,"1349,22",T84788,Juego de 780 tornillos avellanados en estuche,Tornillos,"6,78",2012,1,Soleada,España
14397,25/05/18,243,"1647,54",T84784,"Kit Duopower Tacos pared con tornillo, Tacos pladur y hormigón",Tornillos,"6,78",1659,2,Nublada,Inglaterra
14398,26/12/22,4,"27,12",T84788,Juego de 780 tornillos avellanados en estuche,Tornillos,"6,78",3404,3,Fría,Canadá
14399,28/09/21,351,"1639,17",BA1425,"Ganchos Acero, Soporte de Pared para Toallas de Baño",Baño,"4,67",3597,3,Fría,Canadá
14400,17/07/22,661,"4481,58",T84784,"Kit Duopower Tacos pared con tornillo, Tacos pladur y hormigón",Tornillos,"6,78",1912,2,Nublada,Inglaterra
14401,23/08/22,887,"4142,29",BA1425,"Ganchos Acero, Soporte de Pared para Toallas de Baño",Baño,"4,67",1003,2,Nublada,Inglaterra
14402,01/02/20,43,"291,54",T84788,Juego de 780 tornillos avellanados en estuche,Tornillos,"6,78",2460,3,Fría,Canadá
14403,09/07/19,26,"176,28",T84784,"Kit Duopower Tacos pared con tornillo, Tacos pladur y hormigón",Tornillos,"6,78",2268,4,Desértica,Mongolia
14404,11/02/19,948,"5375,16",V34298,Amig - Recogedor para Persianas Compacto de Empotrar o Encastrado Metálico con Frente de Plástico Blanco,Ventanas,"5,67",966,1,Soleada,España
14405,05/04/18,930,"2380,8",L94283,Cartel adhesivo de aluminio con aspecto moderno de acero inoxidable,Letreros,"2,56",3401,1,Soleada,España
14406,18/08/21,32550,"112948,5",L64283,Racor de reducción,Letreros,"3,47",2905,3,Fría,Canadá
14407,11/09/22,317,"4897,65",BA1825,"Extractores de Baño Extraplanos, para Muro y Techo",Baño,"15,45",1577,1,Soleada,España
14408,27/07/19,13100,36418,B35473,Tacos pared 6x30 DuoPower para hormigón,Bricolaje,"2,78",1643,1,Soleada,España
14409,28/08/18,618,"2682,12",L94253,rosca BSP macho,Letreros,"4,34",1075,3,Fría,Canadá
14410,24/03/21,150,"700,5",BA1425,"Ganchos Acero, Soporte de Pared para Toallas de Baño",Baño,"4,67",1553,2,Nublada,Inglaterra
14411,19/04/20,130,"2008,5",BA1825,"Extractores de Baño Extraplanos, para Muro y Techo",Baño,"15,45",1557,3,Fría,Canadá
14412,11/05/21,400,1112,B35473,Tacos pared 6x30 DuoPower para hormigón,Bricolaje,"2,78",1490,3,Fría,Canadá
